radius,temp,h2o,h2,o2,o2_safe,phi,dphi_dr,eta_local,dT_dr
0.00137489,2130.67,0.249365,0.0173149,0.00039035,0.00039035,352.02010093505834,-9020.702721543668,98.26850999999999,0.0
0.00143423,2130.67,0.249365,0.017312,0.000390879,0.000390879,351.48481243556193,-9176.340639227039,98.2688,5.15037104271687
0.00414132,2131.32,0.249345,0.017051,0.000440165,0.000440165,307.4227528313246,-22569.12771768775,98.2949,491.1791745573282
0.00418173,2131.34,0.249345,0.0170452,0.00044133,0.00044133,306.5069385720436,-22717.11246785326,98.29548,495.10717021453274
0.00690235,2132.72,0.249286,0.0164984,0.000557625,0.000557625,234.801707957857,-28695.039497880265,98.35016,514.0898281633854
0.0069218,2132.73,0.249285,0.0164934,0.000558785,0.000558785,234.2432642250597,-28704.731185158747,98.35066,516.1063507951085
0.00964909,2134.89,0.249148,0.015595,0.000780118,0.000780118,158.6451280447317,-24170.92221925594,98.4405,861.0325516462326
0.0096607,2134.9,0.249147,0.0155904,0.000781269,0.000781269,158.36467900300667,-24134.3296047333,98.44096,862.9009090064133
0.0123554,2138.21,0.248992,0.0142757,0.00106109,0.00106109,106.76941183123016,-10998.781589763938,98.57243,1743.8874474540353
0.0124237,2138.33,0.248992,0.0142366,0.00106554,0.00106554,106.03230061752726,-10589.95223563106,98.57634,1774.95114622423
0.0150313,2144.75,0.249328,0.012481,0.00100498,0.00100498,98.55839519194413,6385.585167781974,98.7519,2566.60911097005
0.0152139,2145.22,0.24938,0.0123424,0.000981036,0.000981036,99.84270342780488,8711.794381458592,98.76576,2481.483630413146
0.0176999,2148.26,0.250371,0.0102123,0.00045453,0.00045453,178.30465051811763,-1907.2022523113992,98.97877000000001,-1285.6404169695452
0.0180481,2147.69,0.250429,0.00987689,0.000445337,0.000445337,176.00827921326993,-14036.85948233304,99.012311,-2298.1835272927274
0.0203912,2131.88,0.248512,0.0073559,0.00226429,0.00226429,25.781336489583932,-27778.032271390526,99.26441,-13701.963148473762
0.0209392,2123.48,0.247078,0.00674812,0.00351951,0.00351951,15.216061417640523,-16536.64303000285,99.325188,-17302.841731360008
0.0231,2069.27,0.236895,0.00447242,0.0124319,0.0124319,2.8550040717830747,-2749.787849027828,99.552758,-39826.389708635164
0.0240602,2024.74,0.228913,0.00367726,0.019688,0.019688,1.482260024380333,-1083.490173080601,99.632274,-51048.697331264266
0.0254123,1946.82,0.215347,0.00274156,0.0321691,0.0321691,0.6763328834191817,-433.21958961965464,99.725844,-70658.92263526784
0.0271234,1797.7,0.19186,0.00197795,0.054568,0.054568,0.2876596393490691,-170.42763753502948,99.802205,-80544.45036551595
0.028875,1668.46,0.171064,0.000856965,0.074865,0.074865,0.09084183850931678,-86.45843074796385,99.9143035,-78918.19214360835
0.0302017,1558.6,0.153354,2.51562e-05,0.0920087,0.0920087,0.0021697905002461726,-37.38699606038076,99.99748438,-111678.81067914423
0.0319384,1299.01,0.116697,6.65743e-05,0.126077,0.126077,0.004190563265306123,2.0646333031556203,99.99334257,-113604.39846838871
0.0322639,1264.22,0.111867,8.08927e-05,0.130545,0.130545,0.004917572233329504,2.5092744063255763,99.99191073,-98581.65597478484
0.0350023,1185.48,0.102733,0.00031709,0.138708,0.138708,0.018141896934567584,31.051587036897512,99.968291,42923.697681633144
0.0377403,1499.23,0.151193,0.0020512,0.0930469,0.0930469,0.17494750711737841,118.90078267477497,99.79487999999999,108936.0807273779
0.0380645,1534.33,0.156847,0.00238543,0.0876989,0.0876989,0.2158610025895422,141.07047215594838,99.761457,108042.53089388635
0.0398023,1720.0,0.186854,0.00448226,0.05933,0.05933,0.5995485481206809,325.77654036658214,99.55177400000001,88846.38894904184
0.041125,1819.4,0.202685,0.00634321,0.0443073,0.0443073,1.1361494507677066,535.82985300548,99.365679,65446.02335569769
0.0426492,1902.11,0.216229,0.00862732,0.0313858,0.0313858,2.181445479165738,930.0280746400902,99.137268,46910.32057878381
0.0443259,1967.2,0.22694,0.011144,0.0211006,0.0211006,4.19129238031146,1569.5704391246666,98.8856,33571.565695297555
0.046048,2015.73,0.234183,0.0134127,0.014098,0.014098,7.550233167825224,2384.8567304347735,98.65873,24751.7792317181
0.0480576,2057.43,0.239326,0.0153368,0.00910924,0.00910924,13.361470858161603,3436.7115372283806,98.46632,18217.612432196853
0.0503005,2091.95,0.24267,0.016646,0.00588853,0.00588853,22.43389368823798,3931.6969074561866,98.33539999999999,13759.724923077272
0.0520485,2113.78,0.244032,0.0170118,0.00463106,0.00463106,29.152212409254037,3179.798310405742,98.29881999999999,11803.724266013713
0.0535792,2130.93,0.244718,0.0169304,0.00405553,0.00405553,33.12998656155916,1821.4454263075222,98.30696,10726.004290735698
0.0549676,2145.22,0.245092,0.016583,0.00379476,0.00379476,34.68010835994898,241.58750200869508,98.3417,9952.761126665398
0.0562531,2157.61,0.245235,0.0160699,0.0037565,0.0037565,33.94934816983895,-1286.5133167731383,98.39301,9454.517288024654
0.0574323,2168.56,0.245205,0.015467,0.00387755,0.00387755,31.655584583048572,-2169.1297685968857,98.4533,9334.401636214228
0.0585559,2179.1,0.245132,0.0147988,0.00405276,0.00405276,28.97859157709808,-2576.443705683423,98.52012,10425.47101297509
0.0598454,2194.09,0.245034,0.0138158,0.00432185,0.00432185,25.36927214040283,-2692.4340383131057,98.61842,12897.107797920704
0.0598516,2194.17,0.245033,0.0138108,0.00432313,0.00432313,25.35258222630363,-2692.3300841723703,98.61892,12899.748598911781
0.0617363,2216.49,0.244745,0.0123011,0.00487028,0.00487028,20.044336177796758,-2887.0651975104356,98.76989,10993.40301453229
0.063245,2232.05,0.244156,0.0110835,0.00563715,0.00563715,15.603391075277402,-3007.7853091606958,98.89165,9014.391267208033
0.0645327,2242.23,0.243017,0.0100302,0.00682692,0.00682692,11.659674816754846,-2930.0218707619506,98.99698000000001,6392.932412574999
0.0656194,2247.79,0.241345,0.00912668,0.00842475,0.00842475,8.59720852013413,-2512.323122971934,99.08733199999999,3231.1166949605104
0.0665,2249.29,0.239504,0.00843407,0.0101366,0.0101366,6.603079880827891,-2022.9533626544724,99.156593,-567.3454619721742
0.0679395,2243.13,0.235357,0.00747283,0.013923,0.013923,4.259454060188178,-1316.9758993685236,99.252717,-7651.922407358885
0.0690927,2231.19,0.231005,0.00682894,0.017897,0.017897,3.028131409733475,-890.5938370300324,99.317106,-13390.542660360457
0.0702194,2212.76,0.225823,0.00634116,0.0226712,0.0226712,2.2197080772080877,-598.3613070284894,99.36588400000001,-18280.762852272135
0.0715106,2186.31,0.219239,0.00589585,0.0288216,0.0288216,1.6234166597274267,-347.736669269809,99.410415,-19992.053657946177
0.0720703,2175.24,0.21664,0.00573962,0.0312741,0.0312741,1.4564647526227774,-278.40811455053694,99.426038,-19658.955308778677
0.0735,2147.57,0.21024,0.00532009,0.0373291,0.0373291,1.131027381854907,-193.94813373320858,99.467991,-19824.93203297886
0.0744563,2128.31,0.206006,0.00503657,0.0413301,0.0413301,0.9670970919499348,-150.04806879339355,99.496343,-20325.02159578004
0.0757083,2102.56,0.200743,0.00474956,0.0462899,0.0462899,0.8142706758925812,-103.08720347166681,99.525044,-20757.376883871504
0.0772362,2070.49,0.194709,0.0045323,0.051966,0.051966,0.6921512681368588,-66.4961099390691,99.54677,-21363.526226566813
0.0790543,2030.84,0.187832,0.00441935,0.0584231,0.0584231,0.6003098363489784,-43.281657625068746,99.558065,-22737.102472766943
0.0812173,1979.27,0.179399,0.00438973,0.0663174,0.0663174,0.525305534897327,-33.34667844426001,99.561027,-26228.656322248396
0.0838325,1903.13,0.167333,0.00432335,0.0775719,0.0775719,0.4423006990933573,-33.35984006216346,99.567665,-35686.436702443374
0.0870624,1761.65,0.145327,0.00405373,0.0980543,0.0980543,0.3280876134957876,-34.347212258857,99.594627,-53239.57180949862
0.0910459,1503.21,0.107342,0.00329792,0.133364,0.133364,0.19624706157583754,-28.146342934848406,99.670208,-71599.04794383903
0.0955213,1148.98,0.0607677,0.00211767,0.176585,0.176585,0.09517132893507375,-17.801284557508527,99.788233,-77648.01252625806
0.100134,797.956,0.0212437,0.000961955,0.213237,0.213237,0.035800892340447484,-9.465507072302831,99.9038045,-64263.02955374065
0.105,546.011,0.00227125,0.000210129,0.230863,0.230863,0.007223261172210359,-3.7353029707167553,99.97898710000001,-40615.140198772846
0.110529,391.57,0.0,0.0,0.233,0.233,0.0,-0.6704133368751679,100.0,-17634.244879988135
0.116357,352.064,0.0,0.0,0.233,0.233,0.0,0.0,100.0,21292.002908766477
0.1225,664.619,0.0,0.0,0.233,0.233,0.0,0.0,100.0,50879.86325899402
